1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
77A00T,MVC|TRAP|BLS,MVCTRAPB,1E+1R+1A,"MOTOR VEHICLE COLLISION, OVERRIDE (ALPHA), TRAPPED/PINNED VICTIM","MVC W/ ENTRAPMENT, BLS",,8,1,,1,,1,,,,,,,,,,,,,,,,
77A00U,FIRE|MVC|TRAP|HM|BLS,MVCFIRETRAPHMB,2E+1T+1R+1A+1HM,"MOTOR VEHICLE COLLISION, OVERRIDE (ALPHA), FIRE, HAZMAT, INTERSTATE/FWY/HWY, & TRAPPED/PINNED VICTIM","MVC W/ FIRE, ENTRAPMENT, & HAZMAT, BLS",[DSO],8,2,1,1,,1,,,,,,,,,1,,,,,,,
77A01,MVC|BLS,MVCB,1E+1A,"MOTOR VEHICLE COLLISION, LOW MECHANISM","MVC, BLS",,8,1,,,,1,,,,,,,,,,,,,,,,
77A01A,MVC|BLS,MVCB,1E+1A,"MOTOR VEHICLE COLLISION, LOW MECHANISM, ANIMAL","MVC, BLS",[ACC],8,1,,,,1,,,,,,,,,,,,,,,,
77A01B,MVC|BLS,MVCB,1E+1A,"MOTOR VEHICLE COLLISION, LOW MECHANISM, BLOCKING OR SLOWING TRAFFIC","MVC, BLS",,8,1,,,,1,,,,,,,,,,,,,,,,
77A01D,MVC|BLS,MVCB,1E+1A,"MOTOR VEHICLE COLLISION, LOW MECHANISM, AIRBAGS DEPLOYED","MVC, BLS",,8,1,,,,1,,,,,,,,,,,,,,,,
77A01F,FIRE|MVC|BLS,MVCFIREB,2E+1T+1A,"MOTOR VEHICLE COLLISION, LOW MECHANISM, FIRE","MVC W/ FIRE, BLS",,8,2,1,,,1,,,,,,,,,,,,,,,,
77A01H,MVC|HM|BLS,MVCHMB,1E+1R+1A+1HM,"MOTOR VEHICLE COLLISION, LOW MECHANISM, HAZMAT","MVC W/ HAZMAT, BLS",[DSO],8,1,,1,,1,,,,,,,,,1,,,,,,,
77A01I,MVC|BLS,MVCB,1E+1A,"MOTOR VEHICLE COLLISION, LOW MECHANISM, INTERSTATE/FWY/HWY","MVC, BLS",,8,1,,,,1,,,,,,,,,,,,,,,,
77A01J,FIRE|MVC|HM|BLS,MVCFIREHMB,2E+1T+1A+1HM,"MOTOR VEHICLE COLLISION, LOW MECHANISM, FIRE & HAZMAT","MVC W/ FIRE & HAZMAT, BLS",[DSO],8,2,1,,,1,,,,,,,,,1,,,,,,,
77A01K,FIRE|MVC|BLS,MVCFIREB,2E+1T+1A,"MOTOR VEHICLE COLLISION, LOW MECHANISM, FIRE & INTERSTATE/FWY/HWY","MVC W/ FIRE, BLS",,8,2,1,,,1,,,,,,,,,,,,,,,,
77A01L,FIRE|MVC|TRAP|BLS,MVCFIRETRAPB,2E+1T+1R+1A,"MOTOR VEHICLE COLLISION, LOW MECHANISM, FIRE & TRAPPED/PINNED VICTIM","MVC W/ FIRE & ENTRAPMENT, BLS",,8,2,1,1,,1,,,,,,,,,,,,,,,,
77A01M,MVC|HM|BLS,MVCHMB,1E+1R+1A+1HM,"MOTOR VEHICLE COLLISION, LOW MECHANISM, HAZMAT & INTERSTATE/FWY/HWY","MVC W/ HAZMAT, BLS",[DSO],8,1,,1,,1,,,,,,,,,1,,,,,,,
77A01N,MVC|TRAP|HM|BLS,MVCTRAPHMB,2E+1R+1A+1HM,"MOTOR VEHICLE COLLISION, LOW MECHANISM, HAZMAT & TRAPPED/PINNED VICTIM","MVC W/ ENTRAPMENT & HAZMAT, BLS",[DSO],8,2,,1,,1,,,,,,,,,1,,,,,,,
77A01O,MVC|TRAP|BLS,MVCTRAPB,1E+1R+1A,"MOTOR VEHICLE COLLISION, LOW MECHANISM, INTERSTATE/FWY/HWY & TRAPPED/PINNED VICTIM","MVC W/ ENTRAPMENT, BLS",,8,1,,1,,1,,,,,,,,,,,,,,,,
77A01P,FIRE|MVC|HM|BLS,MVCFIREHMB,2E+1T+1A+1HM,"MOTOR VEHICLE COLLISION, LOW MECHANISM, FIRE, HAZMAT, & INTERSTATE/FWY/HWY","MVC W/ FIRE & HAZMAT, BLS",[DSO],8,2,1,,,1,,,,,,,,,1,,,,,,,
77A01Q,FIRE|MVC|TRAP|HM|BLS,MVCFIRETRAPHMB,2E+1T+1R+1A+1HM,"MOTOR VEHICLE COLLISION, LOW MECHANISM, FIRE, HAZMAT, & TRAPPED/PINNED VICTIM","MVC W/ FIRE, ENTRAPMENT, & HAZMAT, BLS",[DSO],8,2,1,1,,1,,,,,,,,,1,,,,,,,
77A01R,FIRE|MVC|TRAP|BLS,MVCFIRETRAPB,2E+1T+1R+1A,"MOTOR VEHICLE COLLISION, LOW MECHANISM, FIRE, INTERSTATE/FWY/HWY, & TRAPPED/PINNED VICTIM","MVC W/ FIRE & ENTRAPMENT, BLS",,8,2,1,1,,1,,,,,,,,,,,,,,,,
77A01S,MVC|TRAP|HM|BLS,MVCTRAPHMB,2E+1R+1A+1HM,"MOTOR VEHICLE COLLISION, LOW MECHANISM, HAZMAT, INTERSTATE/FWY/HWY, & TRAPPED/PINNED VICTIM","MVC W/ ENTRAPMENT & HAZMAT, BLS",[DSO],8,2,,1,,1,,,,,,,,,1,,,,,,,
77A01T,MVC|TRAP|BLS,MVCTRAPB,1E+1R+1A,"MOTOR VEHICLE COLLISION, LOW MECHANISM, TRAPPED/PINNED VICTIM","MVC W/ ENTRAPMENT, BLS",,8,1,,1,,1,,,,,,,,,,,,,,,,
77A01U,FIRE|MVC|TRAP|HM|BLS,MVCFIRETRAPHMB,2E+1T+1R+1A+1HM,"MOTOR VEHICLE COLLISION, LOW MECHANISM, FIRE, HAZMAT, INTERSTATE/FWY/HWY, & TRAPPED/PINNED VICTIM","MVC W/ FIRE, ENTRAPMENT, & HAZMAT, BLS",[DSO],8,2,1,1,,1,,,,,,,,,1,,,,,,,
77A02,MVC|BLS,MVCB,1E+1A,"MOTOR VEHICLE COLLISION, NO INJS W/ HAZARD","MVC, BLS",,8,1,,,,1,,,,,,,,,,,,,,,,
77A02A,MVC|BLS,MVCB,1E+1A,"MOTOR VEHICLE COLLISION, NO INJS W/ HAZARD, ANIMAL","MVC, BLS",[ACC],8,1,,,,1,,,,,,,,,,,,,,,,
77A02B,MVC|BLS,MVCB,1E+1A,"MOTOR VEHICLE COLLISION, NO INJS W/ HAZARD, BLOCKING OR SLOWING TRAFFIC","MVC, BLS",,8,1,,,,1,,,,,,,,,,,,,,,,
77A02D,MVC|BLS,MVCB,1E+1A,"MOTOR VEHICLE COLLISION, NO INJS W/ HAZARD, AIRBAGS DEPLOYED","MVC, BLS",,8,1,,,,1,,,,,,,,,,,,,,,,
77A02F,FIRE|MVC|BLS,MVCFIREB,2E+1T+1A,"MOTOR VEHICLE COLLISION, NO INJS W/ HAZARD, FIRE","MVC W/ FIRE, BLS",,8,2,1,,,1,,,,,,,,,,,,,,,,
77A02H,MVC|HM|BLS,MVCHMB,1E+1R+1A+1HM,"MOTOR VEHICLE COLLISION, NO INJS W/ HAZARD, HAZMAT","MVC W/ HAZMAT, BLS",[DSO],8,1,,1,,1,,,,,,,,,1,,,,,,,
77A02I,MVC|BLS,MVCB,1E+1A,"MOTOR VEHICLE COLLISION, NO INJS W/ HAZARD, INTERSTATE/FWY/HWY","MVC, BLS",,8,1,,,,1,,,,,,,,,,,,,,,,
77A02J,FIRE|MVC|HM|BLS,MVCFIREHMB,2E+1T+1A+1HM,"MOTOR VEHICLE COLLISION, NO INJS W/ HAZARD, FIRE & HAZMAT","MVC W/ FIRE & HAZMAT, BLS",[DSO],8,2,1,,,1,,,,,,,,,1,,,,,,,
77A02K,FIRE|MVC|BLS,MVCFIREB,2E+1T+1A,"MOTOR VEHICLE COLLISION, NO INJS W/ HAZARD, FIRE & INTERSTATE/FWY/HWY","MVC W/ FIRE, BLS",,8,2,1,,,1,,,,,,,,,,,,,,,,
77A02L,FIRE|MVC|TRAP|BLS,MVCFIRETRAPB,2E+1T+1R+1A,"MOTOR VEHICLE COLLISION, NO INJS W/ HAZARD, FIRE & TRAPPED/PINNED VICTIM","MVC W/ FIRE & ENTRAPMENT, BLS",,8,2,1,1,,1,,,,,,,,,,,,,,,,
77A02M,MVC|HM|BLS,MVCHMB,1E+1R+1A+1HM,"MOTOR VEHICLE COLLISION, NO INJS W/ HAZARD, HAZMAT & INTERSTATE/FWY/HWY","MVC W/ HAZMAT, BLS",[DSO],8,1,,1,,1,,,,,,,,,1,,,,,,,
77A02N,MVC|TRAP|HM|BLS,MVCTRAPHMB,2E+1R+1A+1HM,"MOTOR VEHICLE COLLISION, NO INJS W/ HAZARD, HAZMAT & TRAPPED/PINNED VICTIM","MVC W/ ENTRAPMENT & HAZMAT, BLS",[DSO],8,2,,1,,1,,,,,,,,,1,,,,,,,
77A02O,MVC|TRAP|BLS,MVCTRAPB,1E+1R+1A,"MOTOR VEHICLE COLLISION, NO INJS W/ HAZARD, INTERSTATE/FWY/HWY & TRAPPED/PINNED VICTIM","MVC W/ ENTRAPMENT, BLS",,8,1,,1,,1,,,,,,,,,,,,,,,,
77A02P,FIRE|MVC|HM|BLS,MVCFIREHMB,2E+1T+1A+1HM,"MOTOR VEHICLE COLLISION, NO INJS W/ HAZARD, FIRE, HAZMAT, & INTERSTATE/FWY/HWY","MVC W/ FIRE & HAZMAT, BLS",[DSO],8,2,1,,,1,,,,,,,,,1,,,,,,,
77A02Q,FIRE|MVC|TRAP|HM|BLS,MVCFIRETRAPHMB,2E+1T+1R+1A+1HM,"MOTOR VEHICLE COLLISION, NO INJS W/ HAZARD, FIRE, HAZMAT, & TRAPPED/PINNED VICTIM","MVC W/ FIRE, ENTRAPMENT, & HAZMAT, BLS",[DSO],8,2,1,1,,1,,,,,,,,,1,,,,,,,
77A02R,FIRE|MVC|TRAP|BLS,MVCFIRETRAPB,2E+1T+1R+1A,"MOTOR VEHICLE COLLISION, NO INJS W/ HAZARD, FIRE, INTERSTATE/FWY/HWY, & TRAPPED/PINNED VICTIM","MVC W/ FIRE & ENTRAPMENT, BLS",,8,2,1,1,,1,,,,,,,,,,,,,,,,
77A02S,MVC|TRAP|HM|BLS,MVCTRAPHMB,2E+1R+1A+1HM,"MOTOR VEHICLE COLLISION, NO INJS W/ HAZARD, HAZMAT, INTERSTATE/FWY/HWY, & TRAPPED/PINNED VICTIM","MVC W/ ENTRAPMENT & HAZMAT, BLS",[DSO],8,2,,1,,1,,,,,,,,,1,,,,,,,
77A02T,MVC|TRAP|BLS,MVCTRAPB,1E+1R+1A,"MOTOR VEHICLE COLLISION, NO INJS W/ HAZARD, TRAPPED/PINNED VICTIM","MVC W/ ENTRAPMENT, BLS",,8,1,,1,,1,,,,,,,,,,,,,,,,
77A02U,FIRE|MVC|TRAP|HM|BLS,MVCFIRETRAPHMB,2E+1T+1R+1A+1HM,"MOTOR VEHICLE COLLISION, NO INJS W/ HAZARD, FIRE, HAZMAT, INTERSTATE/FWY/HWY, & TRAPPED/PINNED VICTIM","MVC W/ FIRE, ENTRAPMENT, & HAZMAT, BLS",[DSO],8,2,1,1,,1,,,,,,,,,1,,,,,,,
77A03,PropertyDamageCollision,PDC,,"MOTOR VEHICLE COLLISION, PAST TRAFFIC INCIDENT",PROPERTY DAMAGE COLLISION,[PD],9,,,,,,,,,,,,,,,,,,,,,
77A03A,PropertyDamageCollision,PDC,,"MOTOR VEHICLE COLLISION, PAST TRAFFIC INCIDENT, ANIMAL",PROPERTY DAMAGE COLLISION,[PD] [ACC],9,,,,,,,,,,,,,,,,,,,,,
77A03B,PropertyDamageCollision,PDC,,"MOTOR VEHICLE COLLISION, PAST TRAFFIC INCIDENT, BLOCKING OR SLOWING TRAFFIC",PROPERTY DAMAGE COLLISION,[PD],9,,,,,,,,,,,,,,,,,,,,,
77A03D,PropertyDamageCollision,PDC,,"MOTOR VEHICLE COLLISION, PAST TRAFFIC INCIDENT, AIRBAGS DEPLOYED",PROPERTY DAMAGE COLLISION,[PD],9,,,,,,,,,,,,,,,,,,,,,
77A03F,FIRE|VEH,FV,1E,"MOTOR VEHICLE COLLISION, PAST TRAFFIC INCIDENT, FIRE",VEH FIRE,,8,1,,,,,,,,,,,,,,,,,,,,
77A03H,HM|CONTAINED,HMADAPT,2E+1T+2M+1HM+1CH,"MOTOR VEHICLE COLLISION, PAST TRAFFIC INCIDENT, HAZMAT",CONTAINED HAZMAT,[DSO],4,2,1,,2,,,,,,,,,,1,,,,,,1,
77A03I,PropertyDamageCollision,PDC,,"MOTOR VEHICLE COLLISION, PAST TRAFFIC INCIDENT, INTERSTATE/FWY/HWY",PROPERTY DAMAGE COLLISION,[PD],9,,,,,,,,,,,,,,,,,,,,,
77A03J,FIRE|VEH|HM,FVH,1E+1HM+1CH+1FMO,"MOTOR VEHICLE COLLISION, PAST TRAFFIC INCIDENT, FIRE & HAZMAT",VEH FIRE W/ HAZMAT,[DSO],4,1,,,,,,,,,,,,,1,,,,,,1,1
77A03K,FIRE|VEH,FV,1E,"MOTOR VEHICLE COLLISION, PAST TRAFFIC INCIDENT, FIRE & INTERSTATE/FWY/HWY",VEH FIRE,,8,1,,,,,,,,,,,,,,,,,,,,
77A03L,FIRE|VEH|TRAP,FVX,2E+1T+1R+1M+1EMSO+1CH,"MOTOR VEHICLE COLLISION, PAST TRAFFIC INCIDENT, FIRE & TRAPPED/PINNED VICTIM",VEH FIRE W/ ENTRAPMENT,,1,2,1,1,1,,1,,,,,,,,,,,,,,1,
77A03M,HM|CONTAINED,HMADAPT,2E+1T+2M+1HM+1CH,"MOTOR VEHICLE COLLISION, PAST TRAFFIC INCIDENT, HAZMAT & INTERSTATE/FWY/HWY",CONTAINED HAZMAT,[DSO],4,2,1,,2,,,,,,,,,,1,,,,,,1,
77A03N,HM|CONTAINED,HMADAPT,2E+1T+2M+1HM+1CH,"MOTOR VEHICLE COLLISION, PAST TRAFFIC INCIDENT, HAZMAT & TRAPPED/PINNED VICTIM",CONTAINED HAZMAT,[DSO],1,2,1,,2,,,,,,,,,,1,,,,,,1,
77A03O,MVC|TRAP|BLS,MVCTRAPB,1E+1R+1A,"MOTOR VEHICLE COLLISION, PAST TRAFFIC INCIDENT, INTERSTATE/FWY/HWY & TRAPPED/PINNED VICTIM","MVC W/ ENTRAPMENT, BLS",,1,1,,1,,1,,,,,,,,,,,,,,,,
77A03P,FIRE|VEH|HM,FVH,1E+1HM+1CH+1FMO,"MOTOR VEHICLE COLLISION, PAST TRAFFIC INCIDENT, FIRE, HAZMAT, & INTERSTATE/FWY/HWY",VEH FIRE W/ HAZMAT,[DSO],1,1,,,,,,,,,,,,,1,,,,,,1,1
77A03Q,FIRE|VEH|TRAP|HM,FVXH,2E+1T+1R+1M+1EMSO+1HM+1CH+1FMO,"MOTOR VEHICLE COLLISION, PAST TRAFFIC INCIDENT, FIRE, HAZMAT, & TRAPPED/PINNED VICTIM",VEH FIRE W/ ENTRAPMENT & HAZMAT,[DSO],1,2,1,1,1,,1,,,,,,,,1,,,,,,1,1
77A03R,FIRE|VEH|TRAP,FVX,2E+1T+1R+1M+1EMSO+1CH,"MOTOR VEHICLE COLLISION, PAST TRAFFIC INCIDENT, FIRE, INTERSTATE/FWY/HWY, & TRAPPED/PINNED VICTIM",VEH FIRE W/ ENTRAPMENT,,1,2,1,1,1,,1,,,,,,,,,,,,,,1,
77A03S,HM|CONTAINED,HMADAPT,2E+1T+2M+1HM+1CH,"MOTOR VEHICLE COLLISION, PAST TRAFFIC INCIDENT, HAZMAT, INTERSTATE/FWY/HWY, & TRAPPED/PINNED VICTIM",CONTAINED HAZMAT,[DSO],1,2,1,,2,,,,,,,,,,1,,,,,,1,
77A03T,MVC|TRAP|BLS,MVCTRAPB,1E+1R+1A,"MOTOR VEHICLE COLLISION, PAST TRAFFIC INCIDENT, TRAPPED/PINNED VICTIM","MVC W/ ENTRAPMENT, BLS",,1,1,,1,,1,,,,,,,,,,,,,,,,
77A03U,FIRE|VEH|TRAP|HM,FVXH,2E+1T+1R+1M+1EMSO+1HM+1CH+1FMO,"MOTOR VEHICLE COLLISION, PAST TRAFFIC INCIDENT, FIRE, HAZMAT, INTERSTATE/FWY/HWY, & TRAPPED/PINNED VICTIM",VEH FIRE W/ ENTRAPMENT & HAZMAT,[DSO],1,2,1,1,1,,1,,,,,,,,1,,,,,,1,1
77A04,PropertyDamageCollision,PDC,,"MOTOR VEHICLE COLLISION, PAST HIT-AND-RUN",PROPERTY DAMAGE COLLISION,[PD],9,,,,,,,,,,,,,,,,,,,,,
77A04A,PropertyDamageCollision,PDC,,"MOTOR VEHICLE COLLISION, PAST HIT-AND-RUN, ANIMAL",PROPERTY DAMAGE COLLISION,[PD] [ACC],9,,,,,,,,,,,,,,,,,,,,,
77A04B,PropertyDamageCollision,PDC,,"MOTOR VEHICLE COLLISION, PAST HIT-AND-RUN, BLOCKING OR SLOWING TRAFFIC",PROPERTY DAMAGE COLLISION,[PD],9,,,,,,,,,,,,,,,,,,,,,
77A04D,PropertyDamageCollision,PDC,,"MOTOR VEHICLE COLLISION, PAST HIT-AND-RUN, AIRBAGS DEPLOYED",PROPERTY DAMAGE COLLISION,[PD],9,,,,,,,,,,,,,,,,,,,,,
77A04F,FIRE|VEH,FV,1E,"MOTOR VEHICLE COLLISION, PAST HIT-AND-RUN, FIRE",VEH FIRE,[PD],8,1,,,,,,,,,,,,,,,,,,,,
77A04H,HM|CONTAINED,HMADAPT,2E+1T+2M+1HM+1CH,"MOTOR VEHICLE COLLISION, PAST HIT-AND-RUN, HAZMAT",CONTAINED HAZMAT,[PD] [DSO],4,2,1,,2,,,,,,,,,,1,,,,,,1,
77A04I,PropertyDamageCollision,PDC,,"MOTOR VEHICLE COLLISION, PAST HIT-AND-RUN, INTERSTATE/FWY/HWY",PROPERTY DAMAGE COLLISION,[PD],9,,,,,,,,,,,,,,,,,,,,,
77A04J,FIRE|VEH|HM,FVH,1E+1HM+1CH+1FMO,"MOTOR VEHICLE COLLISION, PAST HIT-AND-RUN, FIRE & HAZMAT",VEH FIRE W/ HAZMAT,[PD] [DSO],4,1,,,,,,,,,,,,,1,,,,,,1,1
77A04K,FIRE|VEH,FV,1E,"MOTOR VEHICLE COLLISION, PAST HIT-AND-RUN, FIRE & INTERSTATE/FWY/HWY",VEH FIRE,[PD],8,1,,,,,,,,,,,,,,,,,,,,
77A04L,FIRE|VEH|TRAP,FVX,2E+1T+1R+1M+1EMSO+1CH,"MOTOR VEHICLE COLLISION, PAST HIT-AND-RUN, FIRE & TRAPPED/PINNED VICTIM",VEH FIRE W/ ENTRAPMENT,[PD],1,2,1,1,1,,1,,,,,,,,,,,,,,1,
77A04M,HM|CONTAINED,HMADAPT,2E+1T+2M+1HM+1CH,"MOTOR VEHICLE COLLISION, PAST HIT-AND-RUN, HAZMAT & INTERSTATE/FWY/HWY",CONTAINED HAZMAT,[PD] [DSO],4,2,1,,2,,,,,,,,,,1,,,,,,1,
77A04N,HM|CONTAINED,HMADAPT,2E+1T+2M+1HM+1CH,"MOTOR VEHICLE COLLISION, PAST HIT-AND-RUN, HAZMAT & TRAPPED/PINNED VICTIM",CONTAINED HAZMAT,[PD] [DSO],1,2,1,,2,,,,,,,,,,1,,,,,,1,
77A04O,MVC|TRAP|BLS,MVCTRAPB,1E+1R+1A,"MOTOR VEHICLE COLLISION, PAST HIT-AND-RUN, INTERSTATE/FWY/HWY & TRAPPED/PINNED VICTIM","MVC W/ ENTRAPMENT, BLS",[PD],1,1,,1,,1,,,,,,,,,,,,,,,,
77A04P,FIRE|VEH|HM,FVH,1E+1HM+1CH+1FMO,"MOTOR VEHICLE COLLISION, PAST HIT-AND-RUN, FIRE, HAZMAT, & INTERSTATE/FWY/HWY",VEH FIRE W/ HAZMAT,[PD] [DSO],1,1,,,,,,,,,,,,,1,,,,,,1,1
77A04Q,FIRE|VEH|TRAP|HM,FVXH,2E+1T+1R+1M+1EMSO+1HM+1CH+1FMO,"MOTOR VEHICLE COLLISION, PAST HIT-AND-RUN, FIRE, HAZMAT, & TRAPPED/PINNED VICTIM",VEH FIRE W/ ENTRAPMENT & HAZMAT,[PD] [DSO],1,2,1,1,1,,1,,,,,,,,1,,,,,,1,1
77A04R,FIRE|VEH|TRAP,FVX,2E+1T+1R+1M+1EMSO+1CH,"MOTOR VEHICLE COLLISION, PAST HIT-AND-RUN, FIRE, INTERSTATE/FWY/HWY, & TRAPPED/PINNED VICTIM",VEH FIRE W/ ENTRAPMENT,[PD],1,2,1,1,1,,1,,,,,,,,,,,,,,1,
77A04S,HM|CONTAINED,HMADAPT,2E+1T+2M+1HM+1CH,"MOTOR VEHICLE COLLISION, PAST HIT-AND-RUN, HAZMAT, INTERSTATE/FWY/HWY, & TRAPPED/PINNED VICTIM",CONTAINED HAZMAT,[PD] [DSO],1,2,1,,2,,,,,,,,,,1,,,,,,1,
77A04T,MVC|TRAP|BLS,MVCTRAPB,1E+1R+1A,"MOTOR VEHICLE COLLISION, PAST HIT-AND-RUN, TRAPPED/PINNED VICTIM","MVC W/ ENTRAPMENT, BLS",[PD],1,1,,1,,1,,,,,,,,,,,,,,,,
77A04U,FIRE|VEH|TRAP|HM,FVXH,2E+1T+1R+1M+1EMSO+1HM+1CH+1FMO,"MOTOR VEHICLE COLLISION, PAST HIT-AND-RUN, FIRE, HAZMAT, INTERSTATE/FWY/HWY, & TRAPPED/PINNED VICTIM",VEH FIRE W/ ENTRAPMENT & HAZMAT,[PD] [DSO],1,2,1,1,1,,1,,,,,,,,1,,,,,,1,1
77B00,MVC|BLS,MVCB,1E+1A,"MOTOR VEHICLE COLLISION, OVERRIDE (BRAVO)","MVC, BLS",,7,1,,,,1,,,,,,,,,,,,,,,,
77B00A,MVC|BLS,MVCB,1E+1A,"MOTOR VEHICLE COLLISION, OVERRIDE (BRAVO), ANIMAL","MVC, BLS",[ACC],7,1,,,,1,,,,,,,,,,,,,,,,
77B00B,MVC|BLS,MVCB,1E+1A,"MOTOR VEHICLE COLLISION, OVERRIDE (BRAVO), BLOCKING OR SLOWING TRAFFIC","MVC, BLS",,7,1,,,,1,,,,,,,,,,,,,,,,
77B00D,MVC|BLS,MVCB,1E+1A,"MOTOR VEHICLE COLLISION, OVERRIDE (BRAVO), AIRBAGS DEPLOYED","MVC, BLS",,7,1,,,,1,,,,,,,,,,,,,,,,
77B00F,FIRE|MVC|BLS,MVCFIREB,2E+1T+1A,"MOTOR VEHICLE COLLISION, OVERRIDE (BRAVO), FIRE","MVC W/ FIRE, BLS",,7,2,1,,,1,,,,,,,,,,,,,,,,
77B00H,MVC|HM|BLS,MVCHMB,1E+1R+1A+1HM,"MOTOR VEHICLE COLLISION, OVERRIDE (BRAVO), HAZMAT","MVC W/ HAZMAT, BLS",[DSO],4,1,,1,,1,,,,,,,,,1,,,,,,,
77B00I,MVC|BLS,MVCB,1E+1A,"MOTOR VEHICLE COLLISION, OVERRIDE (BRAVO), INTERSTATE/FWY/HWY","MVC, BLS",,7,1,,,,1,,,,,,,,,,,,,,,,
77B00J,FIRE|MVC|HM|BLS,MVCFIREHMB,2E+1T+1A+1HM,"MOTOR VEHICLE COLLISION, OVERRIDE (BRAVO), FIRE & HAZMAT","MVC W/ FIRE & HAZMAT, BLS",[DSO],4,2,1,,,1,,,,,,,,,1,,,,,,,
77B00K,FIRE|MVC|BLS,MVCFIREB,2E+1T+1A,"MOTOR VEHICLE COLLISION, OVERRIDE (BRAVO), FIRE & INTERSTATE/FWY/HWY","MVC W/ FIRE, BLS",,7,2,1,,,1,,,,,,,,,,,,,,,,
77B00L,FIRE|MVC|TRAP|BLS,MVCFIRETRAPB,2E+1T+1R+1A,"MOTOR VEHICLE COLLISION, OVERRIDE (BRAVO), FIRE & TRAPPED/PINNED VICTIM","MVC W/ FIRE & ENTRAPMENT, BLS",,1,2,1,1,,1,,,,,,,,,,,,,,,,
77B00M,MVC|HM|BLS,MVCHMB,1E+1R+1A+1HM,"MOTOR VEHICLE COLLISION, OVERRIDE (BRAVO), HAZMAT & INTERSTATE/FWY/HWY","MVC W/ HAZMAT, BLS",[DSO],4,1,,1,,1,,,,,,,,,1,,,,,,,
77B00N,MVC|TRAP|HM|BLS,MVCTRAPHMB,2E+1R+1A+1HM,"MOTOR VEHICLE COLLISION, OVERRIDE (BRAVO), HAZMAT & TRAPPED/PINNED VICTIM","MVC W/ ENTRAPMENT & HAZMAT, BLS",[DSO],1,2,,1,,1,,,,,,,,,1,,,,,,,
77B00O,MVC|TRAP|BLS,MVCTRAPB,1E+1R+1A,"MOTOR VEHICLE COLLISION, OVERRIDE (BRAVO), INTERSTATE/FWY/HWY & TRAPPED/PINNED VICTIM","MVC W/ ENTRAPMENT, BLS",,1,1,,1,,1,,,,,,,,,,,,,,,,
77B00P,FIRE|MVC|HM|BLS,MVCFIREHMB,2E+1T+1A+1HM,"MOTOR VEHICLE COLLISION, OVERRIDE (BRAVO), FIRE, HAZMAT, & INTERSTATE/FWY/HWY","MVC W/ FIRE & HAZMAT, BLS",[DSO],1,2,1,,,1,,,,,,,,,1,,,,,,,
77B00Q,FIRE|MVC|TRAP|HM|BLS,MVCFIRETRAPHMB,2E+1T+1R+1A+1HM,"MOTOR VEHICLE COLLISION, OVERRIDE (BRAVO), FIRE, HAZMAT, & TRAPPED/PINNED VICTIM","MVC W/ FIRE, ENTRAPMENT, & HAZMAT, BLS",[DSO],1,2,1,1,,1,,,,,,,,,1,,,,,,,
77B00R,FIRE|MVC|TRAP|BLS,MVCFIRETRAPB,2E+1T+1R+1A,"MOTOR VEHICLE COLLISION, OVERRIDE (BRAVO), FIRE, INTERSTATE/FWY/HWY, & TRAPPED/PINNED VICTIM","MVC W/ FIRE & ENTRAPMENT, BLS",,1,2,1,1,,1,,,,,,,,,,,,,,,,
77B00S,MVC|TRAP|HM|BLS,MVCTRAPHMB,2E+1R+1A+1HM,"MOTOR VEHICLE COLLISION, OVERRIDE (BRAVO), HAZMAT, INTERSTATE/FWY/HWY, & TRAPPED/PINNED VICTIM","MVC W/ ENTRAPMENT & HAZMAT, BLS",[DSO],1,2,,1,,1,,,,,,,,,1,,,,,,,
77B00T,MVC|TRAP|BLS,MVCTRAPB,1E+1R+1A,"MOTOR VEHICLE COLLISION, OVERRIDE (BRAVO), TRAPPED/PINNED VICTIM","MVC W/ ENTRAPMENT, BLS",,1,1,,1,,1,,,,,,,,,,,,,,,,
77B00U,FIRE|MVC|TRAP|HM|BLS,MVCFIRETRAPHMB,2E+1T+1R+1A+1HM,"MOTOR VEHICLE COLLISION, OVERRIDE (BRAVO), FIRE, HAZMAT, INTERSTATE/FWY/HWY, & TRAPPED/PINNED VICTIM","MVC W/ FIRE, ENTRAPMENT, & HAZMAT, BLS",[DSO],1,2,1,1,,1,,,,,,,,,1,,,,,,,
77B01,MVC|BLS,MVCB,1E+1A,"MOTOR VEHICLE COLLISION, INJS","MVC, BLS",,7,1,,,,1,,,,,,,,,,,,,,,,
77B01A,MVC|BLS,MVCB,1E+1A,"MOTOR VEHICLE COLLISION, INJS, ANIMAL","MVC, BLS",[ACC],7,1,,,,1,,,,,,,,,,,,,,,,
77B01B,MVC|BLS,MVCB,1E+1A,"MOTOR VEHICLE COLLISION, INJS, BLOCKING OR SLOWING TRAFFIC","MVC, BLS",,7,1,,,,1,,,,,,,,,,,,,,,,
77B01D,MVC|BLS,MVCB,1E+1A,"MOTOR VEHICLE COLLISION, INJS, AIRBAGS DEPLOYED","MVC, BLS",,7,1,,,,1,,,,,,,,,,,,,,,,
77B01F,FIRE|MVC|BLS,MVCFIREB,2E+1T+1A,"MOTOR VEHICLE COLLISION, INJS, FIRE","MVC W/ FIRE, BLS",,7,2,1,,,1,,,,,,,,,,,,,,,,
