,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
MVCMECHHM2,MVC|MECH|HM|ALS2,MVCMECHHM2,"MOTOR VEHICLE COLLISION WITH HIGH MECHANISM AND HAZ MAT, A-L-S TWO",1,,1,2,,1,,,,,,,,1,,,,,,,,
MVCMECHHMB,MVC|MECH|HM|BLS,MVCMECHHMB,"MOTOR VEHICLE COLLISION WITH HIGH MECHANISM AND HAZ MAT, B-L-S",1,,1,,2,,,,,,,,,1,,,,,,,,
MVCMCI1,MVC|MULT|ALS1,MVCMCI1,"MOTOR VEHICLE COLLISION WITH MULTIPLE PATIENTS, A-L-S ONE",1,,1,1,1,,,,,,,,,,,,,,,,,
MVCMCI2,MVC|MULT|ALS2,MVCMCI2,"MOTOR VEHICLE COLLISION WITH MULTIPLE PATIENTS, A-L-S TWO",1,,1,2,,1,,,,,,,,,,,,,,,,
MVCMCIB,MVC|MULT|BLS,MVCMCIB,"MOTOR VEHICLE COLLISION WITH MULTIPLE PATIENTS, B-L-S",1,,1,,2,,,,,,,,,,,,,,,,,
MVCPC1,MVC|PED|ALS1,MVCPC1,"MOTOR VEHICLE COLLISION INVOLVING A PEDESTRIAN, A-L-S ONE",1,,,1,,,,,,,,,,,,,,,,,,
MVCPC2,MVC|PED|ALS2,MVCPC2,"MOTOR VEHICLE COLLISION INVOLVING A PEDESTRIAN, A-L-S TWO",1,,,1,,1,,,,,,,,,,,,,,,,
MVCPCB,MVC|PED|BLS,MVCPCB,"MOTOR VEHICLE COLLISION INVOLVING A PEDESTRIAN, B-L-S",1,,,,1,,,,,,,,,,,,,,,,,
MVCROLL1,MVC|ROLL|ALS1,MVCROLL1,"MOTOR VEHICLE COLLISION WITH ROLLOVER, A-L-S ONE",1,,1,1,1,,,,,,,,,,,,,,,,,
MVCROLL2,MVC|ROLL|ALS2,MVCROLL2,"MOTOR VEHICLE COLLISION WITH ROLLOVER, A-L-S TWO",1,,1,2,,1,,,,,,,,,,,,,,,,
MVCROLLB,MVC|ROLL|BLS,MVCROLLB,"MOTOR VEHICLE COLLISION WITH ROLLOVER, B-L-S",1,,1,,2,,,,,,,,,,,,,,,,,
MVCROLLHM1,MVC|ROLL|HM|ALS1,MVCROLLHM1,"MOTOR VEHICLE COLLISION WITH ROLLOVER AND HAZ MAT, A-L-S ONE",1,,1,1,1,,,,,,,,,,,,,,,,,
MVCROLLHM2,MVC|ROLL|HM|ALS2,MVCROLLHM2,"MOTOR VEHICLE COLLISION WITH ROLLOVER AND HAZ MAT, A-L-S TWO",1,,1,2,,1,,,,,,,,,,,,,,,,
MVCROLLHMB,MVC|ROLL|HM|BLS,MVCROLLHMB,"MOTOR VEHICLE COLLISION WITH ROLLOVER AND HAZ MAT, B-L-S",1,,1,,2,,,,,,,,,,,,,,,,,
MVCBLDG1,MVC|STRUC|ALS1,MVCBLDG1,"MOTOR VEHICLE COLLISION INTO A BUILDING, A-L-S ONE",2,1,1,1,1,,,,,,,,,,1,,,,,,,
MVCBLDG2,MVC|STRUC|ALS2,MVCBLDG2,"MOTOR VEHICLE COLLISION INTO A BUILDING, A-L-S TWO",2,1,1,2,,1,,,,,,,,,1,,,,,,,
MVCBLDGB,MVC|STRUC|BLS,MVCBLDGB,"MOTOR VEHICLE COLLISION INTO A BUILDING, B-L-S",2,1,1,,2,,,,,,,,,,1,,,,,,,
MVCTRAP1,MVC|TRAP|ALS1,MVCTRAP1,"MOTOR VEHICLE COLLISION WITH ENTRAPMENT, A-L-S ONE",1,1,1,1,,,,,,,,,,,,,,,,,,
MVCTRAP2,MVC|TRAP|ALS2,MVCTRAP2,"MOTOR VEHICLE COLLISION WITH ENTRAPMENT, A-L-S TWO",1,1,1,1,,1,,,,,,,,,,,,,,,,
MVCTRAPB,MVC|TRAP|BLS,MVCTRAPB,"MOTOR VEHICLE COLLISION WITH ENTRAPMENT, B-L-S",1,,1,,1,,,,,,,,,,,,,,,,,
MVCTRAP1,MVC|TRAP|CYCLE|ALS1,MVCTRAP1,"MOTOR VEHICLE COLLISION WITH ENTRAPMENT, A-L-S ONE",1,1,1,1,,,,,,,,,,,,,,,,,,
MVCTRAP2,MVC|TRAP|CYCLE|ALS2,MVCTRAP2,"MOTOR VEHICLE COLLISION WITH ENTRAPMENT, A-L-S TWO",1,1,1,1,,1,,,,,,,,,,,,,,,,
MVCTRAPB,MVC|TRAP|CYCLE|BLS,MVCTRAPB,"MOTOR VEHICLE COLLISION WITH ENTRAPMENT, B-L-S",1,,1,,1,,,,,,,,,,,,,,,,,
MVCTRAPHM1,MVC|TRAP|HM|ALS1,MVCTRAPHM1,"MOTOR VEHICLE COLLISION WITH ENTRAPMENT AND HAZ MAT, A-L-S ONE",2,,1,1,,,,,,,,,,1,,,,,,,,
MVCTRAPHM2,MVC|TRAP|HM|ALS2,MVCTRAPHM2,"MOTOR VEHICLE COLLISION WITH ENTRAPMENT AND HAZ MAT, A-L-S TWO",2,,1,1,,1,,,,,,,,1,,,,,,,,
MVCTRAPHMB,MVC|TRAP|HM|BLS,MVCTRAPHMB,"MOTOR VEHICLE COLLISION WITH ENTRAPMENT AND HAZ MAT, B-L-S",2,,1,,1,,,,,,,,,1,,,,,,,,
MVCTRAPHM1,MVC|TRAP|HM|CYCLE|ALS1,MVCTRAPHM1,"MOTOR VEHICLE COLLISION INVOLVING A CYCLIST WITH ENTRAPMENT AND HAZ MAT, A-L-S ONE",2,,1,1,,,,,,,,,,1,,,,,,,,
MVCTRAPHM2,MVC|TRAP|HM|CYCLE|ALS2,MVCTRAPHM2,"MOTOR VEHICLE COLLISION INVOLVING A CYCLIST WITH ENTRAPMENT AND HAZ MAT, A-L-S TWO",2,,1,1,,1,,,,,,,,1,,,,,,,,
MVCTRAPHMB,MVC|TRAP|HM|CYCLE|BLS,MVCTRAPHMB,"MOTOR VEHICLE COLLISION INVOLVING A CYCLIST WITH ENTRAPMENT AND HAZ MAT, B-L-S",2,,1,,1,,,,,,,,,1,,,,,,,,
MVCHMMCI1,MVC|TRAP|HM|MULT|ALS1,MVCHMMCI1,"MOTOR VEHICLE COLLISION WITH ENTRAPMENT, HAZ MAT, AND MULTIPLE PATIENTS, A-L-S ONE",1,,1,1,1,,,,,,,,,1,,,,,,,,
MVCHMMCI2,MVC|TRAP|HM|MULT|ALS2,MVCHMMCI2,"MOTOR VEHICLE COLLISION WITH ENTRAPMENT, HAZ MAT, AND MULTIPLE PATIENTS, A-L-S TWO",1,,1,1,1,1,,,,,,,,1,,,,,,,,
MVCHMMCIB,MVC|TRAP|HM|MULT|BLS,MVCHMMCIB,"MOTOR VEHICLE COLLISION WITH ENTRAPMENT, HAZ MAT, AND MULTIPLE PATIENTS, B-L-S",1,,1,,2,,,,,,,,,1,,,,,,,,
MVCTRAPHM1,MVC|TRAP|HM|PED|ALS1,MVCTRAPHM1,"MOTOR VEHICLE COLLISION INVOLVING A PEDESTRIAN WITH ENTRAPMENT AND HAZ MAT, A-L-S ONE",2,,1,1,,,,,,,,,,1,,,,,,,,
MVCTRAPHM2,MVC|TRAP|HM|PED|ALS2,MVCTRAPHM2,"MOTOR VEHICLE COLLISION INVOLVING A PEDESTRIAN WITH ENTRAPMENT AND HAZ MAT, A-L-S TWO",2,,1,1,,1,,,,,,,,1,,,,,,,,
MVCTRAPHMB,MVC|TRAP|HM|PED|BLS,MVCTRAPHMB,"MOTOR VEHICLE COLLISION INVOLVING A PEDESTRIAN WITH ENTRAPMENT AND HAZ MAT, B-L-S",2,,1,,1,,,,,,,,,1,,,,,,,,
MVCHMBLDG1,MVC|TRAP|HM|STRUC|ALS1,MVCHMBLDG1,"MOTOR VEHICLE COLLISION INTO A BUILDING WITH ENTRAPMENT AND HAZ MAT, A-L-S ONE",2,1,1,1,1,,,,,,,,,1,1,,,,,,,
MVCHMBLDG2,MVC|TRAP|HM|STRUC|ALS2,MVCHMBLDG2,"MOTOR VEHICLE COLLISION INTO A BUILDING WITH ENTRAPMENT AND HAZ MAT, A-L-S TWO",2,1,1,2,,1,,,,,,,,1,1,,,,,,,
MVCHMBLDGB,MVC|TRAP|HM|STRUC|BLS,MVCHMBLDGB,"MOTOR VEHICLE COLLISION INTO A BUILDING WITH ENTRAPMENT AND HAZ MAT, A-L-S ONE",2,1,1,,2,,,,,,,,,1,1,,,,,,,
MVCMCI1,MVC|TRAP|MULT|ALS1,MVCMCI1,"MOTOR VEHICLE COLLISION WITH ENTRAPMENT AND MULTIPLE PATIENTS, A-L-S ONE",1,1,1,1,1,,,,,,,,,,,,,,,,,
MVCMCI2,MVC|TRAP|MULT|ALS2,MVCMCI2,"MOTOR VEHICLE COLLISION WITH ENTRAPMENT AND MULTIPLE PATIENTS, A-L-S TWO",1,1,1,2,,1,,,,,,,,,,,,,,,,
MVCMCIB,MVC|TRAP|MULT|BLS,MVCMCIB,"MOTOR VEHICLE COLLISION WITH ENTRAPMENT AND MULTIPLE PATIENTS, B-L-S",1,1,1,,2,,,,,,,,,,,,,,,,,
MVCTRAP1,MVC|TRAP|PED|ALS1,MVCTRAP1,"MOTOR VEHICLE COLLISION INVOLVING A PEDESTRIAN WITH ENTRAPMENT, A-L-S ONE",1,,1,1,,,,,,,,,,,,,,,,,,
MVCTRAP2,MVC|TRAP|PED|ALS2,MVCTRAP2,"MOTOR VEHICLE COLLISION INVOLVING A PEDESTRIAN WITH ENTRAPMENT, A-L-S TWO",1,,1,1,,1,,,,,,,,,,,,,,,,
MVCTRAPB,MVC|TRAP|PED|BLS,MVCTRAPB,"MOTOR VEHICLE COLLISION INVOLVING A PEDESTRIAN WITH ENTRAPMENT, B-L-S",1,,1,,1,,,,,,,,,,,,,,,,,
MVCBLDG1,MVC|TRAP|STRUC|ALS1,MVCBLDG1,"MOTOR VEHICLE COLLISION INTO A BUILDING WITH ENTRAPMENT, A-L-S ONE",2,1,1,1,1,,,,,,,,,,1,,,,,,,
MVCBLDG2,MVC|TRAP|STRUC|ALS2,MVCBLDG2,"MOTOR VEHICLE COLLISION INTO A BUILDING WITH ENTRAPMENT, A-L-S TWO",2,1,1,2,,1,,,,,,,,,1,,,,,,,
MVCBLDGB,MVC|TRAP|STRUC|BLS,MVCBLDGB,"MOTOR VEHICLE COLLISION INTO A BUILDING WITH ENTRAPMENT, B-L-S",2,1,1,,2,,,,,,,,,,1,,,,,,,
SA,NotifSup|ROUTINE,SA,"SUPERVISOR NOTIFICATION, ROUTINE",1,,,,,,,,,,,,,,,,,,,,,
NOTIFAIR,NOTIFY|AIR,NOTIFAIR,AIR NOTIFICATION,,,,,,,,,,,,,,,,,,,20,,,
NOTIFAMR,NOTIFY|AMR,NOTIFAMR,A-M-R NOTIFICATION,,,,20,20,20,,,,,,,,,,,,,,,,
NOTIFARFF,NOTIFY|ARFF,NOTIFARFF,ARF NOTIFICATION,,,,,,,,,,,,,20,,,,,,,,,
NOTIFB,NOTIFY|BUSINESS,NOTIFB,BUSINESS NOTIFICATION,,,,,,,,,,,,,,,,,,,,,,
NOTIFCHIEF,NOTIFY|CHIEF,NOTIFCHIEF,CHIEF NOTIFICATION,,,,,,,,,,,,,,,,,,,,20,,
NOTIFCOMMS,NOTIFY|COMMS,NOTIFCOMMS,COMMUNICATIONS NOTIFICATION,,,,,,,,,,,,,,,,,,,,,,
NOTIFDPW,NOTIFY|DPW,NOTIFDPW,DEPARTMENT OF WATER AND POWER NOTIFICATION,,,,,,,,,,,,,,,,,,,,,,
NOTIFFD,NOTIFY|FD,NOTIFFD,FIRE DEPARTMENT NOTIFICATION,,,,,,,,,,,,,,,,,,,,,,
NOTIFFMO,NOTIFY|FMO,NOTIFFMO,F-M-O NOTIFICATION,,,,,,,,,,,,,,,,,,,,,20,
NOTIFHELO,NOTIFY|HELO,NOTIFHELO,HELICOPTER NOTIFICATION,,,,,,,,,,,,,,,,,20,20,,,,
NOTIFHM,NOTIFY|HM,NOTIFHM,HAZ MAT NOTIFICATION,,,,,,,,,,,,,,20,,,,,,,,
NOTIFH,NOTIFY|HOSPITAL,NOTIFH,HOSPITAL NOTIFICATION,,,,,,,,,,,,,,,,,,,,,,
NOTIFLG,NOTIFY|LIFEGUARD,NOTIFLG,LIFEGUARD NOTIFICATION,,,,,,,,,,,,,,,,,,,,,,
NOTIFM,NOTIFY|MEDIA,NOTIFM,MEDIA NOTIFICATION,,,,,,,,,,,,,,,,,,,,,,
NOTIFMEO,NOTIFY|MEO,NOTIFMEO,M-E-O NOTIFICATION,,,,,,,,,,,,,,,,,,,,,,
NOTIFO,NOTIFY|OTHER,NOTIFO,OTHER NOTIFICATION,,,,,,,,,,,,,,,,,,,,,,
NOTIFPD,NOTIFY|PD,NOTIFPD,POLICE NOTIFICATION,,,,,,,,,,,,,,,,,,,,,,
NOTIFRH,NOTIFY|REHAB,NOTIFRH,REHAB NOTIFICATION,,,,,,,,,,,,,,,,,,,,,,
NOTIFR,NOTIFY|RESIDENT,NOTIFR,RESIDENT NOTIFICATION,,,,,,,,,,,,,,,,,,,,,,
NOTIFSAFA,NOTIFY|SAFA,NOTIFSAFA,S-A-F-A NOTIFICATION,,,,,,,,,20,20,20,20,,,,,,,,,,
NOTIFSAFS,NOTIFY|SAFS,NOTIFSAFS,S-A-F-S NOTIFICATION,,,,,,,,,,,,,,,,,,,,,,
NOTIFSRU,NOTIFY|SRU,NOTIFSRU,S-R-U NOTIFICATION,,,,,,,,,,,,,,,,,,,,,,
NOTIFUSAR,NOTIFY|USAR,NOTIFUSAR,U-SAR NOTIFICATION,,,,,,,,,,,,,,,20,,,,,,,
NOTIFV,NOTIFY|VOLUNTEER,NOTIFV,VOLUNTEER NOTIFICATION,,,,,,,,,,,,,,,,,,,,,,
BLSM,OBMP|BLS,BLSM,"MATERNITY WITH EXTRA STAFFING, B-L-S",1,,,,1,,,,,,,,,,,,,,,,,
BLSU9,OD|BLS,BLSU9,"OVERDOSE, B-L-S",,,,,1,,,,,,,,,,,,,,,,,
SE,ODOR|UNK,SE,UNKNOWN ODOR,1,,,,,,,,,,,,,,,,,,,,,
FG,ODOR|UNK|BLS,FG,"UNKNOWN ODOR, B-L-S",2,1,,,1,,,,,,,,,,,,,,,,,
FDMULTP,ODOR|UNK|MULT,FDMULTP,UNKNOWN ODOR WITH MULTIPLE PATIENTS,2,1,,1,1,,,,,,,,,,,,,,,,,
SE,ODOR|UNK|ROUTINE,SE,"UNKNOWN ODOR, ROUTINE",1,,,,,,,,,,,,,,,,,,,,,
OFFDWN,OFFDWN,OFFDWN,OFFICER DOWN,1,,,1,,1,,,,,,,,,,,,,,1,,
BLSU9,ONEDOWN|BLS,BLSU9,"ONE DOWN/UNKNOWN PROBLEM, B-L-S",,,,,1,,,,,,,,,,,,,,,,,
ALS1,OVERDOSE|ALS1,ALS1,"OVERDOSE, A-L-S ONE",1,,,1,,,,,,,,,,,,,,,,,,
ALS2,OVERDOSE|ALS2,ALS2,"OVERDOSE, A-L-S TWO",1,,,1,,1,,,,,,,,,,,,,,,,
BLSU9,OVERDOSE|BLS,BLSU9,"OVERDOSE, B-L-S",,,,,1,,,,,,,,,,,,,,,,,
AL2D,OVERDOSE|CPR,AL2D,"OVERDOSE WITH C-P-R, A-L-S TWO",1,,,1,,1,,,,,,,,,,,,,,,,
ALS1,OVERDOSE|INTENTIONAL|ALS1,ALS1,"INTENTIONAL OVERDOSE, A-L-S ONE",1,,,1,,,,,,,,,,,,,,,,,,
ALS2,OVERDOSE|INTENTIONAL|ALS2,ALS2,"INTENTIONAL OVERDOSE, A-L-S TWO",1,,,1,,1,,,,,,,,,,,,,,,,
BLSU9,OVERDOSE|INTENTIONAL|BLS,BLSU9,"INTENTIONAL OVERDOSE, B-L-S",,,,,1,,,,,,,,,,,,,,,,,
AL2D,OVERDOSE|INTENTIONAL|CPR,AL2D,"INTENTIONAL OVERDOSE WITH C-P-R, A-L-S TWO",1,,,1,,1,,,,,,,,,,,,,,,,
BLSR,OVERDOSE|ROUTINE,BLSR,"OVERDOSE, ROUTINE",,,,,1,,,,,,,,,,,,,,,,,
ALS1,OVERDOSE|w/PD|ALS1,ALS1,"OVERDOSE WITH POLICE, A-L-S ONE",1,,,1,,,,,,,,,,,,,,,,,,
ALS2,OVERDOSE|w/PD|ALS2,ALS2,"OVERDOSE WITH POLICE, A-L-S TWO",1,,,1,,1,,,,,,,,,,,,,,,,
BLSU9,OVERDOSE|w/PD|BLS,BLSU9,"OVERDOSE WITH POLICE, B-L-S",,,,,1,,,,,,,,,,,,,,,,,
AL2D,OVERDOSE|w/PD|CPR,AL2D,"OVERDOSE WITH C-P-R AND POLICE, A-L-S TWO",1,,,1,,1,,,,,,,,,,,,,,,,
ALS1,PANDEMIC|ALS1,ALS1,"PANDEMIC, A-L-S ONE",1,,,1,,,,,,,,,,,,,,,,,,
ALS2,PANDEMIC|ALS2,ALS2,"PANDEMIC, A-L-S TWO",1,,,1,,1,,,,,,,,,,,,,,,,
BLSR,PANDEMIC|BLS|ROUTINE,BLSR,"PANDEMIC, B-L-S, ROUTINE",,,,,1,,,,,,,,,,,,,,,,,
BLSR,PANDEMIC|ROUTINE,BLSR,"PANDEMIC, ROUTINE",,,,,1,,,,,,,,,,,,,,,,,
ALS1SR,PANONLY|ALS,ALS1SR,"PANONLY, A-L-S",,,,1,,,,,,,,,,,,,,,,,,
BLS32D,PERSONDOWN|BLS,BLS32D,"ONE DOWN/UNKNOWN PROBLEM, B-L-S",,,,,1,,,,,,,,,,,,,,,,,
PMCI2,PICTRFM|ALS2,PMCI2,"MOTOR VEHICLE COLLISION WITH ENTRAPMENT, FIRE, AND MULTIPLE PATIENTS, A-L-S TWO",2,,1,2,,1,,,,,,,,,,,,,,,,
FC,POLASST,FC,ASSIST POLICE,1,,,1,,,,,,,,,,,,,,,,,,
PDC,PropertyDamageCollision,PDC,PROPERTY DAMAGE COLLISION,,,,,,,,,,,,,,,,,,,,,,
ALS1,PSYCH|ALS1,ALS1,"PSYCHIATRIC, A-L-S ONE",1,,,1,,,,,,,,,,,,,,,,,,
BLSU9,PSYCH|BLS,BLSU9,"PSYCHIATRIC, B-L-S",,,,,1,,,,,,,,,,,,,,,,,
AL2D,PSYCH|CPR,AL2D,"PSYCHIATRIC WITH C-P-R, A-L-S TWO",1,,,1,,1,,,,,,,,,,,,,,,,
ALS1,PSYCH|w/PD|ALS1,ALS1,"PSYCHIATRIC WITH POLICE, A-L-S ONE",1,,,1,,,,,,,,,,,,,,,,,,
BLSU9,PSYCH|w/PD|BLS,BLSU9,"PSYCHIATRIC WITH POLICE, B-L-S",,,,,1,,,,,,,,,,,,,,,,,
AL2D,PSYCH|w/PD|CPR,AL2D,"PSYCHIATRIC WITH C-P-R AND POLICE, A-L-S TWO",1,,,1,,1,,,,,,,,,,,,,,,,
RITF,RAPID INTERVENTION TASK FORCE,RITF,RAPID INTERVENTION TASK FORCE,1,1,1,1,,,,,,,,,,,,,,,,,,
WTRALS1,SCWTR,WTRALS1,SERVICE CALL ON THE WATER,1,,,1,,,,,,,,,,,,6,1,1,,1,,
ALS1,SD|ALS1,ALS1,"SD, A-L-S ONE",1,,,1,,,,,,,,,,,,,,,,,,
FE,SDADAP,FE,ADAPTIVE RESPONSE,2,1,,,,,,,,,,,,,,,,,,,,
SCE,SDENG,SCE,SINGLE ENGINE,1,,,,,,,,,,,,,,,,,,,,,
HMADAPT,SDHMADP,HMADAPT,"HAZ MAT, ADAPTIVE RESPONSE",2,1,,2,,,,,,,,,,1,,,,,,1,,
SCT,SDMP,SCT,MULTIPLE PATIENT RESPONSE,1,1,,,,,,,,,,,,,,,,,,,,
ALS1,SEIZURE|ALS1,ALS1,"SEIZURE, A-L-S ONE",1,,,1,,,,,,,,,,,,,,,,,,
ALS2,SEIZURE|ALS2,ALS2,"SEIZURE, A-L-S TWO",1,,,1,,1,,,,,,,,,,,,,,,,
BLSU9,SEIZURE|BLS,BLSU9,"SEIZURE, B-L-S",,,,,1,,,,,,,,,,,,,,,,,
AL2D,SEIZURE|CPR,AL2D,"SEIZURE WITH C-P-R, A-L-S TWO",1,,,1,,1,,,,,,,,,,,,,,,,
AL1D,SHOT|w/PD|ALS1,AL1D,"SHOOTING WITH POLICE, A-L-S ONE",1,,,1,,1,,,,,,,,,,,,,,,,
AL2D,SHOT|w/PD|ALS2,AL2D,"SHOOTING WITH POLICE, A-L-S TWO",1,,,1,,1,,,,,,,,,,,,,,,,
BLSU9,SHOT|w/PD|BLS,BLSU9,"SHOOTING WITH POLICE, B-L-S",,,,,1,,,,,,,,,,,,,,,,,
MLTP,SHOT|w/PD|MULT,MLTP,SHOOTING WITH POLICE AND MULTIPLE PATIENTS,2,,,1,1,,,,,,,,,,,,,,,,,
ALS1,SICK|ALS1,ALS1,"SICK PERSON, A-L-S ONE",1,,,1,,,,,,,,,,,,,,,,,,
ALSR,SICK|ALSR,ALSR,"SICK PERSON, A-L-S ONE, ROUTINE",1,,,1,,,,,,,,,,,,,,,,,,
BLSU9,SICK|BLS,BLSU9,"SICK PERSON, B-L-S",,,,,1,,,,,,,,,,,,,,,,,
BLSR,SICK|ROUTINE,BLSR,"SICK PERSON, ROUTINE",,,,,1,,,,,,,,,,,,,,,,,
10,SIG 10,10,SIGNAL 1-0,,,1,,,,,,,,,,,,,,,,,,,
2-2,SIG 2-2,2-2,SECOND ALARM,8,5,2,2,,,,,,,,,,,,,,,,3,1,
3,SIG 3,3,CLASS THREE ALARM,1,1,,,,,,,,,,,,,,,,,,,,
3-3,SIG 3-3,3-3,THIRD ALARM,12,7,3,3,,,,,,,,,,,,,,,,8,1,
4,SIG 4,4,BATTALION CHIEF RESPONSE,,,,,,,,,,,,,,,,,,,,1,,
4-4,SIG 4-4,4-4,FOURTH ALARM,16,9,3,4,,,,,,,,,,,,,,,,8,1,
5,SIG 5,5,ENGINE COMPANY RESPONSE,1,,,,,,,,,,,,,,,,,,,,,
5-5,SIG 5-5,5-5,FIFTH ALARM,20,11,3,5,,,,,,,,,,,,,,,,8,1,
5-7,SIG 5-7,5-7,SIGNAL FIVE-SEVEN,1,1,,,,,,,,,,,,,,,,,,,,
6,SIG 6,6,MARINE COMPANY RESPONSE,,,,,,,,,,,,,,,,2,,,,,,
7,SIG 7,7,LADDER COMPANY RESPONSE,,1,,,,,,,,,,,,,,,,,,,,
7-5,SIG 7-5,7-5,SIGNAL SEVEN-FIVE,4,3,2,1,,,,,,,,,,,,,,,,3,,
8,SIG 8,8,SQUAD COMPANY RESPONSE,,,1,,,,,,,,,,,,,,,,,,,
9,SIG 9,9,SPECIAL UNIT RESPONSE,,,,,,,,,,,,,100,100,100,100,,,,,100,
FE,SMOKE|HAZE,FE,SMOKE/HAZE,2,1,,,,,,,,,,,,,,,,,,,,
FEW,SMOKE|HAZE,FEW,SMOKE/HAZE INVOLVING WATER,2,1,,,,,,,,,,,,,,1,,,,,,
SE,SMOKE|INVEST,SE,OUTSIDE SMOKE INVESTIGATION,1,,,,,,,,,,,,,,,,,,,,,
FE,SMOKE|ODOR,FE,ODOR OF SMOKE,2,1,,,,,,,,,,,,,,,,,,,,
FEW,SMOKE|ODOR,FEW,ODOR OF SMOKE INVOLVING WATER,2,1,,,,,,,,,,,,,,1,,,,,,
SOLAR,SOLAR,SOLAR,SOLAR FARM PROBLEM,1,,,,,,,,,,,,,,,,,,,,,
SOLAR1,SOLAR|ALS1,SOLAR1,"SOLAR FARM PROBLEM, A-L-S ONE",1,,,1,,,,,,,,,,,,,,,,,,
SOLAR2,SOLAR|ALS2,SOLAR2,"SOLAR FARM PROBLEM, A-L-S TWO",1,1,,1,,1,,,,,,,,,,,,,,,,
SOLARB,SOLAR|BLS,SOLARB,"SOLAR FARM PROBLEM, B-L-S",1,,,,1,,,,,,,,,,,,,,,,,
SOLARM,SOLAR|MULT,SOLARM,SOLAR FARM PROBLEM WITH MULTIPLE PATIENTS,2,1,,1,1,,,,,,,,,,,,,,,,,
SOLARR,SOLAR|ROUTINE,SOLARR,"SOLAR FARM PROBLEM, ROUTINE",1,,,,,,,,,,,,,,,,,,,,,
SOLARR1,SOLAR|ROUTINE|ALS1,SOLARR1,"SOLAR FARM PROBLEM, ROUTINE, A-L-S ONE",1,,,1,,,,,,,,,,,,,,,,,,
SOLARR2,SOLAR|ROUTINE|ALS2,SOLARR2,"SOLAR FARM PROBLEM, ROUTINE, A-L-S TWO",1,1,,1,,1,,,,,,,,,,,,,,,,
SOLARRB,SOLAR|ROUTINE|BLS,SOLARRB,"SOLAR FARM PROBLEM, ROUTINE, B-L-S",1,,,,1,,,,,,,,,,,,,,,,,
SOLARRM,SOLAR|ROUTINE|MULT,SOLARRM,"SOLAR FARM PROBLEM, ROUTINE WITH MULTIPLE PATIENTS",2,1,,1,1,,,,,,,,,,,,,,,,,
AL1D,STAB|w/PD|ALS1,AL1D,"STABBING WITH POLICE, A-L-S ONE",1,,,1,,1,,,,,,,,,,,,,,,,
AL2D,STAB|w/PD|ALS2,AL2D,"STABBING WITH POLICE, A-L-S TWO",1,,,1,,1,,,,,,,,,,,,,,,,
BLSU9,STAB|w/PD|BLS,BLSU9,"STABBING WITH POLICE, B-L-S",,,,,1,,,,,,,,,,,,,,,,,
MLTP,STAB|w/PD|MULT,MLTP,STABBING WITH POLICE AND MULTIPLE PATIENTS,2,,,1,1,,,,,,,,,,,,,,,,,
ST,STRIKE TEAM,ST,STRIKE TEAM,5,,,,,,,,,,,,,,,,,,,1,,
ALS1,STROKE|ALS1,ALS1,"STROKE, A-L-S ONE",1,,,1,,,,,,,,,,,,,,,,,,
BLSU9,STROKE|BLS,BLSU9,"STROKE, B-L-S",,,,,1,,,,,,,,,,,,,,,,,
SA,SUBWAY,SA,SUBWAY,3,1,1,4,,1,,,,,,,,1,1,,,,,1,,
SUBWAYRESQ,SUBWAY|RESQ,SUBWAYRESQ,SUBWAY RESCUE,,,,,,,,,,,,,,,,,,,,,,
SUBWAYRESQP,SUBWAY|RESQP,SUBWAYRESQP,SUBWAY RESCUE INVOLVING PEDESTRIAN,,,,,,,,,,,,,,,,,,,,,,
MTRDWYF,SUBWAYFULL,MTRDWYF,"SUBWAY, FULL ASSIGNMENT",,,,,,,,,,,,,,,,,,,,,,
MTRDWYI,SUBWAYI,MTRDWYI,"SUBWAY, INVESTIGATION",,,,,,,,,,,,,,,,,,,,,,
MTRDWYO,SUBWAYO,MTRDWYO,"SUBWAY, OTHER",,,,,,,,,,,,,,,,,,,,,,
SA,SUBWAYSPC,SA,SUBWAYSPC,1,,,,,,,,,,,,,,,,,,,,,
SE,SUBWAYWS,SE,SUBWAYWS,1,,,,,,,,,,,,,,,,,,,,,
SA,SUPERVISOR,SA,SUPERVISOR NOTIFICATION,1,,,,,,,,,,,,,,,,,,,,,
EX,SuspiciousPackage,EX,SUSPICIOUS PACKAGE,1,,,,,,,,,,,,,,,,,,,1,2,
HMLOCALM,SuspiciousPackage|INVEST,HMLOCALM,SUSPICIOUS PACKAGE INVESTIGATION,1,1,,1,1,,,,,,,,,1,,,,,,,,
SCE,SVC,SCE,SERVICE CALL,1,,,,,,,,,,,,,,,,,,,,,
SC1,SVC|ALS1,SC1,"SERVICE CALL, A-L-S ONE",1,,,1,,,,,,,,,,,,,,,,,,
SCE,SVC|ANIMAL|ROUTINE,SCE,"SERVICE CALL, ANIMAL RESCUE, ROUTINE",1,,,,,,,,,,,,,,,,,,,,,
SCE1,SVC|BBQ|ALS1,SCE1,"SERVICE CALL, ILLEGAL BARBECUE, A-L-S ONE",1,,,1,,,,,,,,,,,,,,,,,,
BLSM,SVC|BBQ|BLS,BLSM,"SERVICE CALL, ILLEGAL BARBECUE, B-L-S",1,,,,1,,,,,,,,,,,,,,,,,
